Card Name,Condition,Creation Date,Custom Price,Foil,Foil/Etched,Frame Type,Language,Mana Cost,Mana Value,Quantity,Rarity,Reserved List,Scryfall Id,Set Code
Belbe's Percher,,2025-10-01T19:29:22,-,,,Regular,,{2}{B},3,1,C,,d95dcb2e-8945-47dd-ad40-b5bdcc3ea742,nem
Capashen Knight,,2025-10-04T18:46:46,-,,,Regular,,{1}{W},2,1,C,,34d7f78e-d310-4305-942e-7839583bd893,uds
Capashen Knight,,2025-10-04T18:47:04,-,,,Regular,,{1}{W},2,1,C,,34d7f78e-d310-4305-942e-7839583bd893,uds
Cephalid Aristocrat,,2025-10-04T10:23:32,-,,,Regular,,{4}{U},5,1,C,,bd9ca63d-7e77-48f3-abdc-2d2f9cb3a0d9,tor
Charging Slateback,,2025-10-01T23:13:40,-,,,Regular,,{4}{R},5,1,C,,d2cfff37-655f-4107-abf3-e6f63d0e4de2,ons
Goblin Chariot,,2025-10-01T23:06:27,-,,,Regular,,{2}{R},3,1,C,,f7571801-c1df-4387-ae61-1fefd449ebf9,7ed
Gustcloak Runner,,2025-10-04T18:40:12,-,,,Regular,,{W},1,1,C,,eb227f65-9189-41ed-94a0-2aa21cad26f5,ons
Gustcloak Runner,,2025-10-04T18:40:19,-,,,Regular,,{W},1,1,C,,eb227f65-9189-41ed-94a0-2aa21cad26f5,ons
Gustcloak Runner,,2025-10-04T18:40:24,-,,,Regular,,{W},1,1,C,,eb227f65-9189-41ed-94a0-2aa21cad26f5,ons
Heavy Ballista,,2025-10-04T18:58:31,-,,,Regular,,{3}{W},4,1,C,,bdfe3eed-e415-4b28-8b4d-e50a19235683,wth
Longhorn Firebeast,,2025-10-01T23:09:12,-,,,Regular,,{2}{R},3,1,C,,bf0dcf33-8d3f-429c-8ad8-a65d07d7c790,tor
Longhorn Firebeast,,2025-10-01T23:09:16,-,,,Regular,,{2}{R},3,1,C,,bf0dcf33-8d3f-429c-8ad8-a65d07d7c790,tor
Mad Dog,,2025-10-01T23:02:52,-,,,Regular,,{1}{R},2,1,C,,7be2da24-a0cd-4e90-bc29-4da649fa56bf,ody
Mist Raven,,2025-10-04T10:19:23,-,,,Regular,,{2}{U}{U},4,1,U,,1450e465-3380-465a-ac20-18ae64b04821,inr
Moldervine Cloak,,2025-10-01T22:47:47,-,,,Regular,,{2}{G},3,1,U,,559ec53d-c6e6-468d-9e6e-39c9272e4cda,rvr
Noble Templar,,2025-10-04T20:41:50,-,,,Regular,,{5}{W},6,1,C,,dc770c5e-8d58-4ae4-828e-02bd978dbe57,cns
Pilgrim of Virtue,,2025-10-04T18:54:37,-,,,Regular,,{2}{W},3,1,C,,be58f0dd-3856-4960-83de-06eed78ed703,ody
Remedy,,2025-10-04T20:51:39,-,,,Regular,,{1}{W},2,1,C,,2a0b7162-4422-4dfb-a6ca-8d89fa74e6dc,vis
Scorned Villager // Moonscarred Werewolf,,2025-10-01T22:19:42,-,,,Regular,,{1}{G},2,1,C,,9152b78f-bd35-4e6a-9bd3-d0a65d898e95,inr
Serpentine Kavu,,2025-10-01T22:30:11,-,,,Regular,,{4}{G},5,1,C,,699f1fe8-02c6-4d95-9231-3f8aefe603da,inv
Seton's Desire,,2025-10-01T22:47:52,-,,,Regular,,{2}{G},3,1,C,,70d05b6a-5c7e-4e08-88d3-98f2b5b054bc,ody
"Skoa, Embermage",,2025-10-01T22:55:55,-,,,Regular,,{4}{R}{R},6,1,C,,3b61aa8e-bb16-4ed5-b8d3-4e2f0c6d3812,mh3
Spike Worker,,2025-10-01T22:25:55,-,,,Regular,,{2}{G},3,1,C,,2713de6c-b754-435c-8d11-5215fd602a40,sth
Stromkirk Occultist,,2025-10-01T23:08:03,-,,,Regular,,{2}{R},3,1,U,,844a4c16-b17c-48ed-a80a-782a3c119db9,inr
Think Twice,,2025-10-04T11:31:09,-,,,Regular,,{1}{U},2,1,C,,bdeaa858-14b4-4f51-902f-c8d50b9c46fb,inr
Thrive,,2025-10-01T22:39:07,-,,,Regular,,{X}{G},1,1,C,,9cb20099-fc53-4fdf-86f4-d7d8155c2af1,pcy
Thrive,,2025-10-01T22:39:10,-,,,Regular,,{X}{G},1,1,C,,9cb20099-fc53-4fdf-86f4-d7d8155c2af1,pcy
Torrent of Fire,,2025-10-01T23:35:39,-,,,Regular,,{3}{R}{R},5,1,C,,feeee859-f64a-4cd8-be0b-ad60cff8812e,scg
Torrent of Fire,,2025-10-01T23:35:42,-,,,Regular,,{3}{R}{R},5,1,C,,feeee859-f64a-4cd8-be0b-ad60cff8812e,scg
Wall of Heat,,2025-10-01T23:08:45,-,,,Regular,,{2}{R},3,1,C,,ff6b2307-2c56-4f63-900e-88a3ac6f0b32,chr
Abundant Maw,,2025-10-04T00:04:27,-,,,Regular,,{8},8,1,C,,1699cd85-37f2-4126-be07-bd11a8153c10,inr
Anarchist,,2025-10-01T23:13:43,-,,,Regular,,{4}{R},5,1,C,,a298df66-2075-40a7-bced-457656b6b788,exo
Anarchist,,2025-10-01T23:13:46,-,,,Regular,,{4}{R},5,1,C,,a298df66-2075-40a7-bced-457656b6b788,exo
Azimaet Drake,,2025-10-04T10:17:44,-,,,Regular,,{2}{U},3,1,C,,854ba4e0-f6f3-4b6c-b6cb-ab2b93d64601,mir
Burning Vengeance,,2025-10-01T23:39:47,-,,,Regular,,{2}{R},3,1,U,,43905646-bec5-4bff-b9b2-150817c5930b,inr
Canyon Wildcat,,2025-11-16T17:55:23,-,,,Regular,,{1}{R},2,1,C,,0169e52b-7909-4a8f-8ca2-62f030f9a85a,tmp
Cartel Aristocrat,,2025-10-03T20:14:22,-,,,Regular,,{W}{B},2,1,U,,a9b57af1-c376-4392-ac4b-228614d63087,rvr
Coastal Drake,,2025-10-04T10:16:17,-,,,Regular,,{2}{U},3,1,C,,f87aaa74-26c6-4057-84b9-a007383684a5,apc
Combat Medic,,2025-10-04T18:55:34,-,,,Regular,,{2}{W},3,1,C,,ee9d1eac-3ac2-4881-a984-e40d87f60784,fem
Daru Sanctifier,,2025-10-04T19:00:55,-,,,Regular,,{3}{W},4,1,C,,38b14a24-c74a-4465-9b36-8f5309e0a333,lgn
Dripping Dead,,2025-10-01T19:49:10,-,,,Regular,,{4}{B}{B},6,1,C,,cdb3b483-01a8-4f54-9a3a-0d3f5aa3cd8b,lgn
Dromosaur,,2025-10-01T23:07:49,-,,,Regular,,{2}{R},3,1,C,,65de0b43-64df-44dc-850c-25f48d6ab53b,usg
False Demise,,2025-10-04T18:28:15,-,,,Regular,,{2}{U},3,1,C,,69773e2b-bfee-449d-b8e8-5646442f5487,all
Fault Riders,,2025-10-01T23:08:28,-,,,Regular,,{2}{R},3,1,C,,1c9d3579-3fc1-434e-8f26-d5dbd6344429,pcy
Flame Burst,,2025-10-01T23:20:34,-,,,Regular,,{1}{R},2,1,C,,64bbd438-7df2-4d7b-88ad-4531ebaf3931,ody
Flowstone Crusher,,2025-10-01T23:14:25,-,,,Regular,,{3}{R}{R},5,1,C,,c93f0066-1ff0-4e52-9959-9eb0def60957,nem
Flowstone Crusher,,2025-10-01T23:14:29,-,,,Regular,,{3}{R}{R},5,1,C,,c93f0066-1ff0-4e52-9959-9eb0def60957,nem
Gather the Townsfolk,,2025-10-04T21:31:38,-,,,Regular,,{1}{W},2,1,C,,81bd1cd0-fa8c-4e93-aebe-dfde70ac002b,inr
Gorilla Chieftain,,2025-10-01T22:28:59,-,,,Regular,,{2}{G}{G},4,1,C,,6bdde5d2-3dd2-4eaa-9c52-4ad400b56ed1,all
Gorilla Chieftain,,2025-10-01T22:29:03,-,,,Regular,,{2}{G}{G},4,1,C,,6bdde5d2-3dd2-4eaa-9c52-4ad400b56ed1,all
Illuminated Wings,,2025-10-04T13:30:19,-,,,Regular,,{1}{U},2,1,C,,7f98e703-a0d3-497f-840a-aa026b02d47f,uds
Jilt,,2025-10-04T11:33:16,-,,,Regular,,{1}{U},2,1,C,,a010d2b1-960d-4032-a47a-61fe0998bee3,apc
Lavamancer's Skill,,2025-10-01T23:43:49,-,,,Regular,,{1}{R},2,1,C,,0d4dd156-a2c1-4fab-b9f4-3302a4e8835a,ons
Looming Shade,,2025-10-01T19:28:24,-,,,Regular,,{2}{B},3,1,C,,525f63ae-e002-4d47-bea5-b24dc89d4d06,usg
Lumberknot,,2025-10-01T22:28:35,-,,,Regular,,{2}{G}{G},4,1,U,,05024abf-7528-4ae7-9df5-b2ab841e9912,inr
Malicious Advice,,2025-10-03T23:41:33,-,,,Regular,,{X}{U}{B},2,1,C,,7b1547c2-ae9f-4871-a675-4026bf20e7e1,pls
Malicious Advice,,2025-10-03T23:41:35,-,,,Regular,,{X}{U}{B},2,1,C,,7b1547c2-ae9f-4871-a675-4026bf20e7e1,pls
Mesa Falcon,,2025-10-04T18:43:57,-,,,Regular,,{1}{W},2,1,C,,bfd27e15-688b-43aa-9d2a-8cd35e960a9d,5ed
Millstone,,2025-10-04T01:44:10,-,,,Regular,,{2},2,1,U,,46097ab2-bfa7-4f36-a523-2522810da3ab,brr
Millstone,,2025-10-04T01:55:57,-,,,Regular,,{2},2,1,U,,46097ab2-bfa7-4f36-a523-2522810da3ab,brr
Misery Charm,,2025-10-01T20:29:15,-,,,Regular,,{B},1,1,C,,2be66eaf-222b-4c40-a9fa-aad56b9218e0,ons
Misery Charm,,2025-10-01T20:29:20,-,,,Regular,,{B},1,1,C,,2be66eaf-222b-4c40-a9fa-aad56b9218e0,ons
Mistform Seaswift,,2025-10-04T10:20:10,-,,,Regular,,{3}{U},4,1,C,,b2f6c73c-8162-499f-8d16-92f17c0c2bee,lgn
Mistform Stalker,,2025-10-04T10:10:14,-,,,Regular,,{1}{U},2,1,U,,9e80d109-b73f-4b5d-b9e4-534e8d69633f,ons
Mistform Wall,,2025-10-04T10:17:32,-,,,Regular,,{2}{U},3,1,C,,ebaa7a26-8516-4d71-a524-77b2d3f030d5,ons
Necra Disciple,,2025-10-01T19:15:34,-,,,Regular,,{B},1,1,C,,ae7a771f-bd21-4388-857f-08160b24e26e,apc
Netter en-Dal,,2025-10-04T18:39:57,-,,,Regular,,{W},1,1,C,,2190649d-f898-4693-8ccf-80e6709d8496,nem
Nosy Goblin,,2025-10-01T23:07:14,-,,,Regular,,{2}{R},3,1,C,,70ea023e-e66d-4049-b7bc-5e660804f088,ons
Nosy Goblin,,2025-10-01T23:07:18,-,,,Regular,,{2}{R},3,1,C,,70ea023e-e66d-4049-b7bc-5e660804f088,ons
Opal Champion,,2025-10-04T21:39:17,-,,,Regular,,{2}{W},3,1,C,,2699cf3b-df54-4c77-ba19-3bc7598ae3fa,ulg
Ovinize,,2025-10-04T11:31:49,-,,,Regular,,{1}{U},2,1,C,,3d72f51a-3615-4b98-acaa-7d55aabb6c10,dmr
Pack Guardian,,2025-10-01T22:28:39,-,,,Regular,,{2}{G}{G},4,1,U,,7a40a06d-83ad-47d8-81ff-fbeafd92eafe,inr
Parapet,,2025-10-04T21:34:29,-,,,Regular,,{1}{W},2,1,C,,a7bbcaa9-edbf-48ad-bcd2-65e8fb9bb938,vis
Piety Charm,,2025-10-04T20:48:00,-,,,Regular,,{W},1,1,C,,1bc2da43-c0e1-4fbf-b309-a75e105c29c1,ons
Plague Beetle,,2025-10-01T19:14:38,-,,,Regular,,{B},1,1,C,,c07f4e55-57f9-49f6-a1a2-1c94dcbe7d71,ulg
Pygmy Pyrosaur,,2025-10-01T23:02:39,-,,,Regular,,{1}{R},2,1,C,,96136626-4777-4e58-865b-c4d3f6ceb59d,ulg
Quicksilver Dagger,,2025-10-03T23:37:53,-,,,Regular,,{1}{U}{R},3,1,U,,07be7455-7ead-4ba5-b694-e021b28687d9,dmr
Reflexes,,2025-10-01T23:43:16,-,,,Regular,,{R},1,1,C,,614782c2-a38a-4b3e-9716-7f5c09c4ad43,usg
Remove Soul,,2025-10-04T11:32:08,-,,,Regular,,{1}{U},2,1,C,,e0fa83df-57e8-4e4e-95af-9557869a34a3,chr
Retromancer,,2025-10-01T23:11:59,-,,,Regular,,{2}{R}{R},4,1,C,,e9fbf63d-7106-47d5-97c3-4596d8239925,usg
Sage Aven,,2025-10-04T10:19:27,-,,,Regular,,{3}{U},4,1,C,,4c03afc5-7ca3-4ac6-a06e-091e2cce13a0,ons
Samite Healer,,2025-10-04T18:49:20,-,,,Regular,,{1}{W},2,1,C,,e1166d39-e186-4bb0-8ca4-ccc0200d13de,6ed
Samite Healer,,2025-10-04T18:49:26,-,,,Regular,,{1}{W},2,1,C,,e1166d39-e186-4bb0-8ca4-ccc0200d13de,6ed
Sea Serpent,,2025-10-04T11:24:31,-,,,Regular,,{5}{U},6,1,C,,e170bb1e-f2eb-4631-af95-ada585b7ef57,5ed
Seize the Storm,,2025-10-01T23:27:03,-,,,Regular,,{4}{R},5,1,C,,217201eb-3340-4aa2-8d38-5d9ff2997b39,inr
Seize the Storm,,2025-10-01T23:35:26,-,,,Regular,,{4}{R},5,1,C,,217201eb-3340-4aa2-8d38-5d9ff2997b39,inr
Swat,,2025-10-01T20:31:15,-,,,Regular,,{1}{B}{B},3,1,C,,cec3a260-6c50-401d-a0ff-bf49a973e1a1,ons
Tahngarth's Glare,,2025-10-01T23:29:52,-,,,Regular,,{R},1,1,C,,442a4331-99ce-405e-b261-19b7f3375ddf,apc
Thirst for Knowledge,,2025-10-04T11:35:19,-,,,Regular,,{2}{U},3,1,U,,61e9ce52-b065-462d-a8b0-db79dfb4a1c8,brc
Transmutation,,2025-10-01T20:29:48,-,,,Regular,,{1}{B},2,1,C,,e2d90519-68f8-43ab-902a-0fed0f526488,chr
Transmutation,,2025-10-01T20:29:58,-,,,Regular,,{1}{B},2,1,C,,e2d90519-68f8-43ab-902a-0fed0f526488,chr
Viashino Sandscout,,2025-10-01T23:02:18,-,,,Regular,,{1}{R},2,1,C,,12dd888a-ca98-44dd-a213-858c3539dc97,ulg
Vigilant Drake,,2025-10-04T10:22:49,-,,,Regular,,{4}{U},5,1,C,,37940486-2d7f-40d9-9c19-151b9307d374,ulg
War Elephant,,2025-10-04T18:59:27,-,,,Regular,,{3}{W},4,1,C,,709cd715-28ef-42e8-bf8c-fc51a1ca0c6a,chr
War Elephant,,2025-10-04T19:00:03,-,,,Regular,,{3}{W},4,1,C,,709cd715-28ef-42e8-bf8c-fc51a1ca0c6a,chr
Wild-Field Scarecrow,,2025-10-04T00:07:39,-,,,Regular,,{3},3,1,C,,84a33693-16a2-41a9-9b7c-4e5deb020634,inr
Accelerated Mutation,,2025-10-01T22:38:34,-,,,Regular,,{3}{G}{G},5,1,C,,282f808c-0b58-4b98-aeda-f606a10d1a4b,scg
Accelerated Mutation,,2025-10-01T22:38:37,-,,,Regular,,{3}{G}{G},5,1,C,,282f808c-0b58-4b98-aeda-f606a10d1a4b,scg
Accelerated Mutation,,2025-10-01T22:38:40,-,,,Regular,,{3}{G}{G},5,1,C,,282f808c-0b58-4b98-aeda-f606a10d1a4b,scg
Active Volcano,,2025-10-01T23:18:02,-,,,Regular,,{R},1,1,C,,56adb184-f261-40e1-bdf3-e85d7d13faa2,chr
Aliban's Tower,,2025-10-01T23:20:41,-,,,Regular,,{1}{R},2,1,C,,d66e94b9-23f6-45a8-97bd-602e3aaa6711,hml
Aliban's Tower,,2025-10-01T23:20:42,-,,,Regular,,{1}{R},2,1,C,,d66e94b9-23f6-45a8-97bd-602e3aaa6711,hml
Apathy,,2025-10-04T13:28:58,-,,,Regular,,{U},1,1,C,,adf3a6fe-e234-4c3f-96fc-3eb5eb22c0b8,wth
Apathy,,2025-10-04T13:29:02,-,,,Regular,,{U},1,1,C,,adf3a6fe-e234-4c3f-96fc-3eb5eb22c0b8,wth
Apathy,,2025-10-04T13:29:06,-,,,Regular,,{U},1,1,C,,adf3a6fe-e234-4c3f-96fc-3eb5eb22c0b8,wth
Apathy,,2025-10-04T13:29:10,-,,,Regular,,{U},1,1,C,,adf3a6fe-e234-4c3f-96fc-3eb5eb22c0b8,wth
Arcane Teachings,,2025-10-01T23:44:58,-,,,Regular,,{2}{R},3,1,C,,02c56677-c8e2-4500-9ee0-0b102496f454,jud
Banshee,,2025-10-01T19:41:32,-,,,Regular,,{2}{B}{B},4,1,U,,70a68d3f-fd2a-475f-8d17-6a62e773a312,chr
Battering Ram,,2025-10-04T00:06:54,-,,,Regular,,{2},2,1,C,,e7e2857f-f6eb-4091-b758-7bb508544170,5ed
Bog Glider,,2025-10-01T19:29:57,-,,,Regular,,{2}{B},3,1,C,,086a5620-704b-47a9-9a5d-73e28631d6f8,pcy
Bog Glider,,2025-10-01T19:29:59,-,,,Regular,,{2}{B},3,1,C,,086a5620-704b-47a9-9a5d-73e28631d6f8,pcy
Bog Glider,,2025-10-01T19:31:14,-,,,Regular,,{2}{B},3,1,C,,086a5620-704b-47a9-9a5d-73e28631d6f8,pcy
Bog Glider,,2025-10-01T19:31:18,-,,,Regular,,{2}{B},3,1,C,,086a5620-704b-47a9-9a5d-73e28631d6f8,pcy
Burnished Hart,,2025-10-04T00:08:01,-,,,Regular,,{3},3,1,U,,64f949db-07bd-4842-bc01-438158e640a8,brr
Cat Burglar,,2025-10-01T19:40:20,-,,,Regular,,{3}{B},4,1,C,,947109f9-7035-4a2a-bbc2-a2958f8c5d01,exo
Cat Burglar,,2025-10-01T19:40:44,-,,,Regular,,{3}{B},4,1,C,,947109f9-7035-4a2a-bbc2-a2958f8c5d01,exo
Cat Burglar,,2025-10-01T19:40:46,-,,,Regular,,{3}{B},4,1,C,,947109f9-7035-4a2a-bbc2-a2958f8c5d01,exo
Chrome Courier,,2025-10-03T20:14:39,-,,,Regular,,{1}{W}{U},3,1,C,,47a40b66-a700-4308-99f3-f3d40db30375,brc
Crafty Pathmage,,2025-10-04T10:16:14,-,,,Regular,,{2}{U},3,1,C,,c5d91378-f831-40ef-a79b-b044af1470e0,ons
Crossbow Infantry,,2025-10-04T18:49:10,-,,,Regular,,{1}{W},2,1,C,,744c2177-3140-48a1-95a4-2f0a27ca5b2f,mmq
Crown of Ascension,,2025-10-04T13:29:27,-,,,Regular,,{1}{U},2,1,C,,2fe86733-7851-4c2a-8d94-dba6f071b94d,ons
Crown of Fury,,2025-10-01T23:44:11,-,,,Regular,,{1}{R},2,1,C,,6caae974-f531-469d-8c6a-2077c4f3294a,ons
D'Avenant Archer,,2025-10-04T18:52:59,-,,,Regular,,{2}{W},3,1,C,,6868c8aa-1784-4944-bef2-7909de64a98d,chr
Death's-Head Buzzard,,2025-10-01T19:33:15,-,,,Regular,,{1}{B}{B},3,1,C,,8a8d4fd9-1f9e-41f0-9114-d1a698506ad9,scg
Divine Offering,,2025-10-04T20:52:05,-,,,Regular,,{1}{W},2,1,C,,9371c4aa-424f-4b89-9f73-239a9e4f8a9d,chr
Essence Fracture,,2025-10-04T13:21:04,-,,,Regular,,{3}{U}{U},5,1,U,,df0b6c7a-0891-492d-8e07-6a198bf2ccc4,ons
Expendable Troops,,2025-10-04T18:47:41,-,,,Regular,,{1}{W},2,1,C,,f31d7d1b-a219-4653-be99-a885bc9b2e2f,ulg
Fa'adiyah Seer,,2025-10-01T22:17:33,-,,,Regular,,{1}{G},2,1,C,,a095eda4-7a9c-4161-a775-4dbfac32dbab,dmr
Fevered Strength,,2025-10-01T20:30:42,-,,,Regular,,{2}{B},3,1,C,,ca621684-1e0d-44d3-8bc4-f77e354b9ab4,all
Flash Flood,,2025-10-04T11:28:02,-,,,Regular,,{U},1,1,C,,721aa268-be3b-4d67-a715-c5b86c3b414e,chr
Foothill Guide,,2025-10-04T18:43:19,-,,,Regular,,{W},1,1,C,,409adb7b-6dcb-4e7f-a5dd-c0adf12140a4,ons
Geistlight Snare,,2025-10-04T11:34:43,-,,,Regular,,{2}{U},3,1,U,,e788d4e1-4695-4acb-b3ae-5d235f296623,inr
Giant Caterpillar,,2025-10-01T22:29:07,-,,,Regular,,{3}{G},4,1,C,,bdc5eb8a-4531-4408-90fe-9b352d71a052,mmq
Giant Slug,,2025-10-01T19:19:09,-,,,Regular,,{1}{B},2,1,C,,d78999ab-2ccc-41ec-b808-18e40702d1c3,chr
Goblin Sky Raider,,2025-10-01T23:07:32,-,,,Regular,,{2}{R},3,1,C,,738cbf9b-e3d3-4568-93ce-7915b248e5b3,ons
Goblin Sky Raider,,2025-10-01T23:07:35,-,,,Regular,,{2}{R},3,1,C,,738cbf9b-e3d3-4568-93ce-7915b248e5b3,ons
Gustcloak Skirmisher,,2025-10-04T18:59:21,-,,,Regular,,{3}{W},4,1,U,,cbbff06c-5f92-4320-8b70-df3c8344f600,ons
Hero's Resolve,,2025-10-04T23:13:37,-,,,Regular,,{1}{W},2,1,C,,b4cdcc7c-0d01-4aa2-8934-079dfc00eef2,tmp
Hero's Resolve,,2025-10-04T23:13:39,-,,,Regular,,{1}{W},2,1,C,,b4cdcc7c-0d01-4aa2-8934-079dfc00eef2,tmp
Hulking Ogre,,2025-10-01T23:07:43,-,,,Regular,,{2}{R},3,1,C,,0676d39e-229f-480b-874e-ff0cb8e335d8,uds
Invigorating Boon,,2025-10-01T22:44:04,-,,,Regular,,{1}{G},2,1,U,,13286ebf-e4dd-48be-82e7-9057755027ec,dmr
Invigorating Boon,,2025-10-01T22:44:11,-,,,Regular,,{1}{G},2,1,U,,13286ebf-e4dd-48be-82e7-9057755027ec,dmr
Last Caress,,2025-10-01T20:39:27,-,,,Regular,,{2}{B},3,1,C,,12317075-92a2-4b3a-a694-3b764132beaf,apc
Lull,,2025-10-01T21:04:36,-,,,Regular,,{1}{G},2,1,C,,8f9cbb7f-8745-4ec4-8d8a-efd1f7e93b1e,dmr
Lull,,2025-10-01T22:36:55,-,,,Regular,,{1}{G},2,1,C,,8f9cbb7f-8745-4ec4-8d8a-efd1f7e93b1e,dmr
Man-o'-War,,2025-10-04T10:15:56,-,,,Regular,,{2}{U},3,1,C,,7a56f2f5-d85a-490d-a765-ce5c30f3e572,plst
Mogg Toady,,2025-10-01T23:02:47,-,,,Regular,,{1}{R},2,1,C,,ee8edaf6-d46e-4efb-8bc0-ec11e06eb499,nem
Mournful Zombie,,2025-10-01T19:23:10,-,,,Regular,,{2}{B},3,1,C,,9ba12fb1-de8c-46c6-b33f-e0580ed2a3ee,apc
Necrite,,2025-10-01T19:26:16,-,,,Regular,,{1}{B}{B},3,1,C,,e19a4d41-e7b0-48b3-8e2e-9ac00f119ce2,fem
Noble Templar,,2025-10-04T20:42:05,-,,,Regular,,{5}{W},6,1,C,,6a9ede92-e64f-44a5-afb6-c7495077fb0b,scg
Parallax Dementia,,2025-10-01T20:49:39,-,,,Regular,,{1}{B},2,1,C,,154789ac-bbea-467b-9655-76f378a53f40,nem
Phantasmal Terrain,,2025-10-04T13:31:40,-,,,Regular,,{U}{U},2,1,C,,13c6541b-9f23-48f1-a9bb-081ad7022fd4,5ed
Pyric Salamander,,2025-10-01T23:02:21,-,,,Regular,,{1}{R},2,1,C,,7f2dc1a7-4b70-4643-90a8-fdc7877c01ca,mir
Refresh,,2025-10-01T22:37:46,-,,,Regular,,{2}{G},3,1,C,,0084ba4e-98eb-4eb4-b23e-c5ab4d7d95cb,ody
Runesword,,2025-10-04T02:05:07,-,,,Regular,,{6},6,1,C,,a11ec2f6-a0c7-4164-a562-fab7aab7d211,chr
Scornful Egotist,,2025-10-04T11:27:07,-,,,Regular,,{7}{U},8,1,C,,fec6b189-97e7-4627-9785-a9ce2f1ad89f,scg
Silk Net,,2025-10-01T22:35:35,-,,,Regular,,{G},1,1,C,,9498a97a-0e32-4eb8-9cb4-0698ff3a7ded,ulg
Skirk Commando,,2025-10-01T23:07:40,-,,,Regular,,{1}{R}{R},3,1,C,,8c870a66-4cd5-4a8d-9948-feffa7d4ff11,ons
Specter's Wail,,2025-10-01T20:36:49,-,,,Regular,,{1}{B},2,1,C,,d1637b62-e364-4250-aad5-841c6a47a11e,mmq
Spectral Shepherd,,2025-10-04T18:52:22,-,,,Regular,,{2}{W},3,1,U,,89fd38be-8b2a-4ff4-8f51-e7d6971f7aef,inr
Spineless Thug,,2025-10-01T19:19:35,-,,,Regular,,{1}{B},2,1,C,,e4a9bb47-3855-425d-924c-09dbde74735b,nem
Stronghold Discipline,,2025-10-01T20:41:31,-,,,Regular,,{2}{B}{B},4,1,C,,46fa5472-5341-47cd-884e-fe2fcca12c0d,nem
Swat,,2025-10-01T20:30:32,-,,,Regular,,{1}{B}{B},3,1,C,,947b8923-d9d6-4dd8-928b-91be9105ffb4,ulg
Thundercloud Elemental,,2025-10-04T11:26:37,-,,,Regular,,{5}{U}{U},7,1,U,,597aea42-43e0-41ed-bfe7-fc92b6b8e680,scg
"Tiana, Ship's Caretaker",,2025-10-03T20:11:16,-,,,Regular,,{3}{R}{W},5,1,U,,f58dcad2-2e38-46d1-bab7-beddd3600a1c,dmr
Undead Gladiator,,2025-10-01T19:26:57,-,,,Regular,,{1}{B}{B},3,1,U,,530ca0c3-3308-4ebd-a0ce-f90eb605b0f5,dmr
Undead Gladiator,,2025-10-01T19:29:04,-,,,Regular,,{1}{B}{B},3,1,U,,530ca0c3-3308-4ebd-a0ce-f90eb605b0f5,dmr
Viashino Outrider,,2025-10-01T23:09:03,-,,,Regular,,{2}{R},3,1,C,,26ba659c-7e0f-4d8b-b91c-3c0725102ba2,usg
Viscerid Armor,,2025-10-04T13:29:32,-,,,Regular,,{1}{U},2,1,C,,b719f89d-2a2c-460c-95e4-ada21353b340,all
Vodalian Soldiers,,2025-10-04T10:11:35,-,,,Regular,,{1}{U},2,1,C,,7eb50256-9113-4b03-bcef-9aea24be8493,fem
Warthog,,2025-10-01T22:24:50,-,,,Regular,,{1}{G}{G},3,1,C,,dd2510b8-52d6-4d2e-89a5-31b27b732dd8,vis
Wire Surgeons,,2025-10-01T19:49:55,-,,,Regular,,{4}{B}{B},6,1,R,,6590bb3c-7613-457f-a028-d7cda3cd6eb4,brc
Withering Hex,,2025-10-01T20:48:32,-,,,Regular,,{B},1,1,U,,9ce4be1e-97dd-45ec-89e5-2fb56145c098,ons
Woodland Druid,,2025-10-01T22:11:57,-,,,Regular,,{G},1,1,C,,34e501e6-38da-44ad-abe2-53ea7f0eb4ae,ody
Worldly Counsel,,2025-10-04T11:32:04,-,,,Regular,,{1}{U},2,1,C,,8fc66fbf-f411-4607-aece-7c35d9a07c80,inv
Xira Arien,,2025-10-03T20:09:18,-,,,Regular,,{B}{R}{G},3,1,R,,e3e5de65-5b64-4a32-8c7c-8a7c84f406a8,dmr
Xira Arien,,2025-10-03T20:09:24,-,,,Regular,,{B}{R}{G},3,1,R,,e3e5de65-5b64-4a32-8c7c-8a7c84f406a8,dmr
Anaba Shaman,,2025-10-01T23:11:43,-,,,Regular,,{3}{R},4,1,C,,c55d086a-d848-43bc-8c1e-de96d10877e1,hml
Angelic Curator,,2025-10-04T18:49:06,-,,,Regular,,{1}{W},2,1,C,,c63ba2da-6dea-44ac-8439-527222da565b,ulg
Benalish Hero,,2025-10-04T18:38:08,-,,,Regular,,{W},1,1,C,,fd204832-5f3b-4213-9c06-b89a296a9d47,4ed
Bestial Fury,,2025-10-01T23:45:01,-,,,Regular,,{2}{R},3,1,C,,7271e0d7-0c55-4020-97de-b8a27ba51d4b,all
Bestial Fury,,2025-10-01T23:45:17,-,,,Regular,,{2}{R},3,1,C,,7271e0d7-0c55-4020-97de-b8a27ba51d4b,all
Blazing Salvo,,2025-10-01T23:17:35,-,,,Regular,,{R},1,1,C,,f7d192ef-a174-4df5-b67f-22918c32cf71,ody
Bog Rats,,2025-10-01T19:13:28,-,,,Regular,,{B},1,1,C,,94c57803-d350-4b26-a867-4c2484da303a,chr
Bramble Wurm,,2025-10-01T22:34:06,-,,,Regular,,{6}{G},7,1,C,,d4b68ba9-a4e7-4de0-ae44-260f6c518033,inr
